date,hour,order_id,user_id,financial_status,lineitem_sku,lineitem_name,lineitem_variant,color,genero,categoria,lineitem_quantity,lineitem_price,lineitem_total,lineitem_compare_at_price,lineitem_discount,lineitem_percent_discount,range_discount,discount_filter,con_descuento_items,sin_descuento_items
2023-12-27,6,WAIRA-11294,timoteo34@gmail.com,paid,PANT-MIG-AZU-XL,Pantalón Miguel Hombre,XL,Azul,Hombre,Pantalón,1,151.68,151.68,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-27,6,WAIRA-11294,timoteo34@gmail.com,paid,CASA-MIG-CEL-XS,Casaca Miguel Hombre,XS,Celeste,Hombre,Casaca,1,196.72,196.72,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-27,6,WAIRA-11294,timoteo34@gmail.com,paid,CAMI-MAN-MAR-L,Camisa Manuelita,L,Marrón,Unisex,Camisa,1,145.56,145.56,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-21,5,WAIRA-11295,robertobarrera@ariza-falcon.net,paid,BLUS-VAL-VER-M,Blusa Valeria Mujer,M,Verde,Mujer,Blusa,1,141.12,141.12,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-08-16,8,WAIRA-11296,marcelino11@gmail.com,paid,FALD-CAR-GRI-XL,Falda Carlos Hombre,XL,Gris,Hombre,Falda,1,130.63,130.63,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-11,23,WAIRA-11297,valljenaro@gmail.com,paid,SHOR-CAM-NEG-M,Short Camila Mujer,M,Negro,Mujer,Short,1,183.72,183.72,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-12,13,WAIRA-11298,igimenez@gmail.com,paid,SACO-DIE-NEG-XS,Saco Diego Hombre,XS,Negro,Hombre,Saco,1,130.54,130.54,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-28,20,WAIRA-11300,albinasalgado@hotmail.com,paid,FALD-TER-AZU-XS,Falda Tere,XS,Azul,Unisex,Falda,1,125.54,125.54,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-28,20,WAIRA-11300,albinasalgado@hotmail.com,paid,SHOR-DIE-CEL-M,Short Diego Hombre,M,Celeste,Hombre,Short,1,176.67,176.67,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-26,1,WAIRA-11301,amaro36@morata.es,paid,CAMI-MAR-NEG-M,Camisa Marcela,M,Negro,Unisex,Camisa,1,175.88,175.88,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-26,1,WAIRA-11301,amaro36@morata.es,paid,PANT-VAL-NEG-S,Pantalón Valeria Mujer,S,Negro,Mujer,Pantalón,1,87.4,87.4,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-27,16,WAIRA-11302,brivas@bou.com,paid,POLO-DIE-NEG-XL,Polo Diego Hombre,XL,Negro,Hombre,Polo,1,113.28,113.28,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-02-02,9,WAIRA-11304,fausto58@matas.com,paid,PANT-CAR-AZU-XL,Pantalón Carla Mujer,XL,Azul Marino,Mujer,Pantalón,1,120.78,120.78,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-25,11,WAIRA-11306,leopoldofernandez@hotmail.com,paid,PANT-CAR-VER-M,Pantalón Carlos Hombre,M,Verde,Hombre,Pantalón,1,192.97,192.97,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-11,23,WAIRA-11308,uheredia@cifuentes-ribas.org,paid,CASA-CAR-ROS-XS,Casaca Carlos Hombre,XS,Rosado,Hombre,Casaca,1,116.08,116.08,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-21,1,WAIRA-11309,reynaldoperalta@tello.com,paid,CAMI-CAR-ROS-S,Camisa Carla Mujer,S,Rosado,Mujer,Camisa,1,196.85,196.85,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-14,23,WAIRA-11310,jose-antoniobuendia@hotmail.com,paid,BLUS-VAL-MAR-S,Blusa Valeria Mujer,S,Marrón,Mujer,Blusa,1,106.99,106.99,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-14,23,WAIRA-11310,jose-antoniobuendia@hotmail.com,paid,SACO-MAR-ROJ-S,Saco Mariana,S,Rojo,Unisex,Saco,1,98.93,98.93,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-02-19,4,WAIRA-11312,matiasjimenez@correa.es,pending,CAMI-MOD-AZU-S,Camisa Modesto,S,Azul Marino,Unisex,Camisa,1,173.49,173.49,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-22,17,WAIRA-11313,kacero@gmail.com,paid,CASA-CAR-ROS-S,Casaca Carla Mujer,S,Rosado,Mujer,Casaca,1,129.84,129.84,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-22,17,WAIRA-11313,kacero@gmail.com,paid,SHOR-VAL-BEI-S,Short Valeria Mujer,S,Beige,Mujer,Short,1,97.25,97.25,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-22,10,WAIRA-11314,carmen19@gmail.com,paid,CASA-LUC-ROJ-M,Casaca Lucía Mujer,M,Rojo,Mujer,Casaca,1,96.04,96.04,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-22,10,WAIRA-11314,carmen19@gmail.com,paid,VEST-DIE-VER-M,Vestido Diego Hombre,M,Verde,Hombre,Vestido,1,157.84,157.84,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-08-11,2,WAIRA-11316,etelvinatorrijos@cabanillas-arjona.org,paid,SACO-MAT-BLA-S,Saco Mateo Hombre,S,Blanco,Hombre,Saco,1,93.15,93.15,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-03-06,14,WAIRA-11317,cloe54@yahoo.com,paid,SHOR-CAL-ROS-XS,Short Calista,XS,Rosado,Unisex,Short,1,150.46,150.46,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-02-22,18,WAIRA-11318,cvalle@francisco.es,paid,CAMI-MIG-BLA-M,Camisa Miguel Hombre,M,Blanco,Hombre,Camisa,1,182.76,182.76,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-11,5,WAIRA-11319,moyacarmelita@zabala.es,paid,POLE-MAT-BEI-M,Polera Mateo Hombre,M,Beige,Hombre,Polera,1,187.11,187.11,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-14,5,WAIRA-11320,qrocha@hotmail.com,paid,SACO-JUA-BLA-XS,Saco Juan Hombre,XS,Blanco,Hombre,Saco,1,105.45,105.45,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-14,5,WAIRA-11320,qrocha@hotmail.com,paid,SACO-VAL-ROS-XS,Saco Valeria Mujer,XS,Rosado,Mujer,Saco,1,93.44,93.44,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-08-01,20,WAIRA-11321,asacristan@hotmail.com,paid,PANT-DIE-VER-M,Pantalón Diego Hombre,M,Verde,Hombre,Pantalón,1,80.57,80.57,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-12,23,WAIRA-11323,ycarnero@hurtado-checa.es,paid,SHOR-VAL-CEL-L,Short Valeria Mujer,L,Celeste,Mujer,Short,1,133.46,133.46,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-12,23,WAIRA-11323,ycarnero@hurtado-checa.es,paid,FALD-CLE-VER-M,Falda Clementina,M,Verde,Unisex,Falda,1,149.56,149.56,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-12,23,WAIRA-11323,ycarnero@hurtado-checa.es,paid,CHOM-AND-MAR-M,Chompa Andrea Mujer,M,Marrón,Mujer,Chompa,1,124.81,124.81,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-02,8,WAIRA-11324,sedanosamu@mascaro.com,paid,VEST-CAR-BLA-M,Vestido Carmelita,M,Blanco,Unisex,Vestido,1,145.71,145.71,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-02,8,WAIRA-11324,sedanosamu@mascaro.com,paid,CASA-GRA-AZU-M,Casaca Graciano,M,Azul Marino,Unisex,Casaca,1,148.07,148.07,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-28,7,WAIRA-11326,belenmorante@bas.net,paid,CASA-MAT-CEL-XS,Casaca Mateo Hombre,XS,Celeste,Hombre,Casaca,1,190.6,190.6,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-03-08,15,WAIRA-11327,marciano79@gmail.com,paid,CHOM-SOF-ROJ-M,Chompa Sofía Mujer,M,Rojo,Mujer,Chompa,1,161.43,161.43,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-26,10,WAIRA-11328,maria-teresa17@hotmail.com,paid,POLO-FER-NEG-L,Polo Fernanda Mujer,L,Negro,Mujer,Polo,1,161.62,161.62,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-06-08,10,WAIRA-11330,jose-antonio25@hotmail.com,paid,PANT-VAL-ROJ-XL,Pantalón Valeria Mujer,XL,Rojo,Mujer,Pantalón,1,158.32,158.32,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-06-08,10,WAIRA-11330,jose-antonio25@hotmail.com,paid,SHOR-JUA-NEG-XS,Short Juan Hombre,XS,Negro,Hombre,Short,1,146.74,146.74,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-08-15,13,WAIRA-11331,diegofilomena@quintanilla-asenjo.com,paid,CASA-AMB-VER-M,Casaca Ambrosio,M,Verde,Unisex,Casaca,1,160.54,160.54,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-27,23,WAIRA-11333,merchecalderon@valcarcel-lillo.com,paid,SHOR-JOS-AZU-XL,Short José,XL,Azul Marino,Unisex,Short,1,105.22,105.22,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-08,22,WAIRA-11334,marcoosvaldo@hotmail.com,pending,POLO-ROS-ROJ-M,Polo Rosalía,M,Rojo,Unisex,Polo,1,107.59,107.59,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-22,16,WAIRA-11336,qagullo@yahoo.com,paid,FALD-DAN-AZU-M,Falda Daniela Mujer,M,Azul Marino,Mujer,Falda,1,118.28,118.28,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-28,20,WAIRA-11338,salasluciano@ibanez.com,paid,PANT-GIS-VER-L,Pantalón Gisela,L,Verde,Unisex,Pantalón,1,161.26,161.26,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-28,20,WAIRA-11338,salasluciano@ibanez.com,paid,CHOM-CAM-BLA-M,Chompa Camila Mujer,M,Blanco,Mujer,Chompa,1,146.06,146.06,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-03,0,WAIRA-11340,kcerda@batlle-garay.net,paid,SHOR-AZA-NEG-M,Short Azahara,M,Negro,Unisex,Short,1,175.04,175.04,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-03,0,WAIRA-11340,kcerda@batlle-garay.net,paid,CHOM-AND-AZU-XS,Chompa Andrea Mujer,XS,Azul,Mujer,Chompa,1,83.44,83.44,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-10,6,WAIRA-11341,vicensmariano@yahoo.com,paid,PANT-MIG-MAR-L,Pantalón Miguel Hombre,L,Marrón,Hombre,Pantalón,1,164.96,164.96,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-10,6,WAIRA-11341,vicensmariano@yahoo.com,paid,POLE-DAN-CEL-L,Polera Daniela Mujer,L,Celeste,Mujer,Polera,1,120.84,120.84,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-10,5,WAIRA-11342,ferreromelchor@hotmail.com,paid,FALD-JUA-AZU-XL,Falda Juan Hombre,XL,Azul Marino,Hombre,Falda,1,140.73,140.73,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-10,5,WAIRA-11342,ferreromelchor@hotmail.com,paid,SHOR-FLO-CEL-XS,Short Florencia,XS,Celeste,Unisex,Short,1,131.73,131.73,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-10,5,WAIRA-11342,ferreromelchor@hotmail.com,paid,SHOR-MIG-BLA-XS,Short Miguel Hombre,XS,Blanco,Hombre,Short,1,194.37,194.37,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-05,17,WAIRA-11344,ruedajordana@gmail.com,pending,SACO-MIG-ROJ-XS,Saco Miguel Hombre,XS,Rojo,Hombre,Saco,1,94.43,94.43,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-21,13,WAIRA-11346,guillenirene@hotmail.com,pending,CHOM-CAR-AZU-XS,Chompa Carlos Hombre,XS,Azul Marino,Hombre,Chompa,1,94.05,94.05,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-21,13,WAIRA-11346,guillenirene@hotmail.com,pending,POLO-JOS-BEI-XL,Polo Jose Miguel,XL,Beige,Unisex,Polo,1,99.74,99.74,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-21,13,WAIRA-11346,guillenirene@hotmail.com,pending,VEST-AMP-AZU-M,Vestido Amparo,M,Azul Marino,Unisex,Vestido,1,169.0,169.0,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-22,8,WAIRA-11347,heliodoroordonez@yahoo.com,paid,POLE-ERN-VER-L,Polera Ernesto,L,Verde,Unisex,Polera,1,165.35,165.35,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-22,8,WAIRA-11347,heliodoroordonez@yahoo.com,paid,SACO-PED-CEL-XL,Saco Pedro Hombre,XL,Celeste,Hombre,Saco,1,198.49,198.49,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-22,8,WAIRA-11347,heliodoroordonez@yahoo.com,paid,POLE-FER-AZU-S,Polera Fernanda Mujer,S,Azul Marino,Mujer,Polera,1,96.6,96.6,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-12-14,9,WAIRA-11348,carballoramon@hotmail.com,paid,FALD-SOF-BLA-L,Falda Sofía Mujer,L,Blanco,Mujer,Falda,1,122.83,122.83,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-20,18,WAIRA-11349,colomabaudelio@hotmail.com,paid,SHOR-FER-NEG-L,Short Fernanda Mujer,L,Negro,Mujer,Short,1,183.21,183.21,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-05-20,10,WAIRA-11351,caridad86@hotmail.com,paid,BLUS-CAM-BLA-M,Blusa Camila Mujer,M,Blanco,Mujer,Blusa,1,144.55,144.55,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-12-22,9,WAIRA-11352,chus90@vizcaino.com,paid,CASA-LUC-BLA-S,Casaca Lucía Mujer,S,Blanco,Mujer,Casaca,1,106.33,106.33,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-01-15,6,WAIRA-11353,genovevamadrigal@gmail.com,paid,FALD-MAT-AZU-M,Falda Mateo Hombre,M,Azul Marino,Hombre,Falda,1,132.04,132.04,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-01-15,6,WAIRA-11353,genovevamadrigal@gmail.com,paid,SACO-BAL-CEL-M,Saco Baltasar,M,Celeste,Unisex,Saco,1,173.24,173.24,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-06-06,23,WAIRA-11354,felicia86@pizarro-riera.es,paid,SACO-FER-CEL-XL,Saco Fernanda Mujer,XL,Celeste,Mujer,Saco,1,99.49,99.49,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-25,15,WAIRA-11355,dvazquez@cabrera.net,paid,PANT-PED-BEI-M,Pantalón Pedro Hombre,M,Beige,Hombre,Pantalón,1,110.0,110.0,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-14,16,WAIRA-11356,florximena@santamaria-armengol.es,paid,CASA-CAM-CEL-XS,Casaca Camila Mujer,XS,Celeste,Mujer,Casaca,1,179.39,179.39,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-14,16,WAIRA-11356,florximena@santamaria-armengol.es,paid,VEST-LEY-BEI-XS,Vestido Leyre,XS,Beige,Unisex,Vestido,1,154.52,154.52,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-14,16,WAIRA-11356,florximena@santamaria-armengol.es,paid,CASA-ANA-VER-S,Casaca Anabel,S,Verde,Unisex,Casaca,1,99.62,99.62,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-01-18,6,WAIRA-11357,carolinacatala@macias.es,paid,POLO-FIT-AZU-M,Polo Fito,M,Azul,Unisex,Polo,1,145.45,145.45,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-01-18,6,WAIRA-11357,carolinacatala@macias.es,paid,PANT-LUI-CEL-M,Pantalón Luis Hombre,M,Celeste,Hombre,Pantalón,1,118.85,118.85,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-02-17,0,WAIRA-11359,aguilamaribel@aguilera.es,paid,BLUS-JUA-GRI-XL,Blusa Juan Hombre,XL,Gris,Hombre,Blusa,1,135.59,135.59,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-05-14,9,WAIRA-11360,igiralt@julia.org,paid,SHOR-EZE-CEL-XL,Short Ezequiel,XL,Celeste,Unisex,Short,1,111.61,111.61,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-05-14,9,WAIRA-11360,igiralt@julia.org,paid,POLO-FER-CEL-XS,Polo Fernanda Mujer,XS,Celeste,Mujer,Polo,1,170.58,170.58,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-10-22,1,WAIRA-11361,boixsalomon@carretero.es,paid,VEST-CAR-MAR-M,Vestido Carla Mujer,M,Marrón,Mujer,Vestido,1,81.27,81.27,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-14,21,WAIRA-11362,gonimorena@gmail.com,paid,CHOM-FER-AZU-M,Chompa Fernanda Mujer,M,Azul Marino,Mujer,Chompa,1,148.89,148.89,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-06-26,5,WAIRA-11363,bermudezbruno@pinto.com,paid,CHOM-MIR-ROJ-M,Chompa Mirta,M,Rojo,Unisex,Chompa,1,117.6,117.6,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-06-13,8,WAIRA-11364,xbustamante@gmail.com,paid,BLUS-LUC-ROJ-L,Blusa Lucas,L,Rojo,Unisex,Blusa,1,97.47,97.47,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-30,7,WAIRA-11365,grasnydia@hotmail.com,paid,CASA-LUC-AZU-S,Casaca Lucía Mujer,S,Azul,Mujer,Casaca,1,126.53,126.53,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-30,7,WAIRA-11365,grasnydia@hotmail.com,paid,CASA-CAR-ROJ-XS,Casaca Carla Mujer,XS,Rojo,Mujer,Casaca,1,144.22,144.22,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-19,6,WAIRA-11369,ealfaro@yahoo.com,pending,POLE-PIL-BLA-L,Polera Pili,L,Blanco,Unisex,Polera,1,117.79,117.79,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-19,6,WAIRA-11369,ealfaro@yahoo.com,pending,PANT-PED-CEL-XS,Pantalón Pedro Hombre,XS,Celeste,Hombre,Pantalón,1,153.78,153.78,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-19,6,WAIRA-11369,ealfaro@yahoo.com,pending,CHOM-TOM-BEI-XL,Chompa Tomás,XL,Beige,Unisex,Chompa,1,114.64,114.64,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-02-05,3,WAIRA-11370,kborja@yahoo.com,paid,POLO-AND-GRI-XL,Polo Andrea Mujer,XL,Gris,Mujer,Polo,1,103.41,103.41,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-03,1,WAIRA-11371,fatima72@nino.es,paid,CAMI-ELO-CEL-M,Camisa Elodia,M,Celeste,Unisex,Camisa,1,129.36,129.36,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-03,1,WAIRA-11371,fatima72@nino.es,paid,CHOM-PAS-ROS-S,Chompa Pastor,S,Rosado,Unisex,Chompa,1,105.79,105.79,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-03,1,WAIRA-11371,fatima72@nino.es,paid,SHOR-CAM-BEI-S,Short Camila Mujer,S,Beige,Mujer,Short,1,192.55,192.55,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-06-06,21,WAIRA-11373,fortunatollopis@moreno-lobato.org,paid,CAMI-QUI-MAR-XL,Camisa Quirino,XL,Marrón,Unisex,Camisa,1,143.63,143.63,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-06-06,21,WAIRA-11373,fortunatollopis@moreno-lobato.org,paid,CHOM-JOS-GRI-XS,Chompa Josué,XS,Gris,Unisex,Chompa,1,88.97,88.97,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-05-05,1,WAIRA-11374,magdalena03@barrio-vendrell.com,paid,FALD-CAR-ROJ-M,Falda Carla Mujer,M,Rojo,Mujer,Falda,1,174.5,174.5,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-08,14,WAIRA-11375,martamedina@mendez.org,paid,BLUS-MAR-ROJ-XS,Blusa Mario,XS,Rojo,Unisex,Blusa,1,82.13,82.13,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-21,19,WAIRA-11376,pepemartinez@canton-vendrell.com,paid,CAMI-MIG-AZU-L,Camisa Miguel Hombre,L,Azul Marino,Hombre,Camisa,1,189.57,189.57,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-21,19,WAIRA-11376,pepemartinez@canton-vendrell.com,paid,VEST-VAL-ROJ-XL,Vestido Valeria Mujer,XL,Rojo,Mujer,Vestido,1,128.1,128.1,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-22,7,WAIRA-11378,reyesrosario@gmail.com,paid,CAMI-WÁL-ROJ-S,Camisa Wálter,S,Rojo,Unisex,Camisa,1,135.96,135.96,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-04,16,WAIRA-11380,olmedocandela@yahoo.com,paid,CAMI-VAL-MAR-S,Camisa Valeria Mujer,S,Marrón,Mujer,Camisa,1,142.86,142.86,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-04,16,WAIRA-11380,olmedocandela@yahoo.com,paid,PANT-CAR-ROS-S,Pantalón Carla Mujer,S,Rosado,Mujer,Pantalón,1,161.88,161.88,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-08-21,16,WAIRA-11383,azorinnicolas@bueno.org,paid,BLUS-LUC-CEL-XS,Blusa Lucía Mujer,XS,Celeste,Mujer,Blusa,1,182.72,182.72,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-12,8,WAIRA-11384,wpalmer@gmail.com,paid,VEST-LUI-CEL-XL,Vestido Luis Hombre,XL,Celeste,Hombre,Vestido,1,96.62,96.62,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-12,8,WAIRA-11384,wpalmer@gmail.com,paid,BLUS-MIG-AZU-L,Blusa Miguel Hombre,L,Azul,Hombre,Blusa,1,132.32,132.32,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-07,10,WAIRA-11385,uraya@alcala.org,paid,BLUS-LUC-AZU-S,Blusa Lucía Mujer,S,Azul,Mujer,Blusa,1,159.97,159.97,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-12-07,1,WAIRA-11386,epera@galan.org,paid,SACO-SOF-CEL-XL,Saco Sofía Mujer,XL,Celeste,Mujer,Saco,1,92.48,92.48,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-12-07,1,WAIRA-11386,epera@galan.org,paid,FALD-SOF-GRI-L,Falda Sofía Mujer,L,Gris,Mujer,Falda,1,182.71,182.71,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-18,11,WAIRA-11388,bastidaasdrubal@barbera.net,paid,FALD-LUI-BEI-M,Falda Luis Hombre,M,Beige,Hombre,Falda,1,178.7,178.7,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-01,23,WAIRA-11389,jovitasoto@hotmail.com,paid,POLO-JUA-BEI-M,Polo Juan Hombre,M,Beige,Hombre,Polo,1,193.39,193.39,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-01,23,WAIRA-11389,jovitasoto@hotmail.com,paid,CASA-AND-BLA-XS,Casaca Andrea Mujer,XS,Blanco,Mujer,Casaca,1,95.85,95.85,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-30,7,WAIRA-11390,octavio29@becerra.com,paid,CHOM-HER-ROS-XL,Chompa Herminia,XL,Rosado,Unisex,Chompa,1,127.78,127.78,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-30,7,WAIRA-11390,octavio29@becerra.com,paid,POLO-MIG-ROS-S,Polo Miguel Hombre,S,Rosado,Hombre,Polo,1,156.07,156.07,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-10-14,12,WAIRA-11391,trivero@valcarcel-quiroga.es,paid,SHOR-AND-NEG-S,Short Andrea Mujer,S,Negro,Mujer,Short,1,85.86,85.86,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-10-14,12,WAIRA-11391,trivero@valcarcel-quiroga.es,paid,SACO-ODA-BLA-S,Saco Odalis,S,Blanco,Unisex,Saco,1,113.59,113.59,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-06,9,WAIRA-11393,vilarrosaura@hotmail.com,pending,PANT-CAR-AZU-M,Pantalón Carlos Hombre,M,Azul,Hombre,Pantalón,1,126.78,126.78,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-06,9,WAIRA-11393,vilarrosaura@hotmail.com,pending,CHOM-VAL-BEI-XL,Chompa Valeria Mujer,XL,Beige,Mujer,Chompa,1,198.07,198.07,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-05,5,WAIRA-11395,alexizquierdo@hotmail.com,paid,CHOM-CAM-VER-M,Chompa Camila Mujer,M,Verde,Mujer,Chompa,1,153.67,153.67,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-05,5,WAIRA-11395,alexizquierdo@hotmail.com,paid,VEST-DAN-BLA-XS,Vestido Daniela Mujer,XS,Blanco,Mujer,Vestido,1,190.14,190.14,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-05,5,WAIRA-11395,alexizquierdo@hotmail.com,paid,SACO-PED-NEG-XS,Saco Pedro Hombre,XS,Negro,Hombre,Saco,1,163.29,163.29,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-11,16,WAIRA-11396,fsegovia@ruiz-iglesia.es,paid,VEST-ÁMB-AZU-M,Vestido Ámbar,M,Azul Marino,Unisex,Vestido,1,179.02,179.02,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-01,3,WAIRA-11397,tjover@gmail.com,paid,POLE-SOF-BEI-M,Polera Sofía Mujer,M,Beige,Mujer,Polera,1,114.24,114.24,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-17,20,WAIRA-11398,paulinogimenez@hotmail.com,paid,POLO-CAR-GRI-M,Polo Carlos Hombre,M,Gris,Hombre,Polo,1,125.41,125.41,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-17,20,WAIRA-11398,paulinogimenez@hotmail.com,paid,POLO-VAL-ROJ-M,Polo Valerio,M,Rojo,Unisex,Polo,1,125.0,125.0,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-26,4,WAIRA-11399,qpadilla@gmail.com,paid,POLE-SAM-ROS-XL,Polera Samuel,XL,Rosado,Unisex,Polera,1,144.21,144.21,,0.0,0.0,Sin descuento,Sin descuento,0,1
