date,hour,order_id,user_id,financial_status,categoria,genero,billing_city,payment_method,discount_code,discount_amount,subtotal
2024-01-03,13,WAIRA-14019,jcobos@gmail.com,paid,Polera,Unisex,La Molina,Mercado Pago,,0.0,552.38
2024-11-08,13,WAIRA-14040,gsoria@gmail.com,paid,Chompa,Mujer,San Luis,Yape,,0.0,592.32
2024-09-19,13,WAIRA-14041,blancomiguel-angel@gmail.com,paid,Falda,Unisex,Jesús María,Mercado Pago,,0.0,333.81
2023-09-24,13,WAIRA-14137,gfortuny@amor.com,paid,Short,Unisex,Surquillo,Yape,,0.0,722.96
2024-10-18,13,WAIRA-14139,doragelabert@pastor.net,paid,Short,Unisex,Magdalena,Mercado Pago,,0.0,289.82
2023-11-11,13,WAIRA-14254,gribas@yahoo.com,paid,Pantalón,Unisex,Santiago de Surco,Yape,,0.0,269.52
2024-12-26,13,WAIRA-14271,paca34@yahoo.com,paid,Vestido,Unisex,Magdalena,Mercado Pago,,0.0,125.97
2024-09-23,13,WAIRA-14276,ollorente@hotmail.com,pending,Saco,Unisex,San Luis,Mercado Pago,,0.0,291.73
2023-03-27,13,WAIRA-14293,celia15@gomis-ortega.es,paid,Pantalón,Unisex,Chorrillos,Transferencia,,0.0,99.26
2023-08-18,13,WAIRA-14349,godofredo00@flor.net,paid,Falda,Hombre,Magdalena,Yape,,0.0,88.65
2023-03-21,13,WAIRA-14378,consuela89@gmail.com,paid,Camisa,Unisex,La Molina,Yape,CYBER,341.0,341.25
2024-01-16,13,WAIRA-14441,cardenascipriano@yahoo.com,paid,Vestido,Unisex,Santiago de Surco,Yape,,0.0,548.88
2023-02-01,13,WAIRA-14444,evita91@yahoo.com,paid,Short,Unisex,Pueblo Libre,Yape,,0.0,454.78
2024-07-09,13,WAIRA-14504,barbara00@arenas-rivas.es,paid,Chompa,Unisex,La Victoria,Yape,,0.0,392.54
2023-05-05,13,WAIRA-14526,catalajaviera@hotmail.com,paid,Falda,Unisex,Chorrillos,Visa,,0.0,335.91
2023-11-25,13,WAIRA-14622,bchico@yahoo.com,paid,Short,Unisex,Miraflores,Mercado Pago,,0.0,649.11
2023-12-04,13,WAIRA-14661,isaac49@gmail.com,paid,Camisa,Mujer,Jesús María,Mercado Pago,,0.0,138.41
2023-03-05,13,WAIRA-14676,montserratflor@estevez.com,paid,Vestido,Mujer,San Luis,Mercado Pago,,0.0,360.39
2023-05-15,13,WAIRA-14712,jacobo05@hotmail.com,paid,Vestido,Mujer,Pueblo Libre,Yape,,0.0,409.52
2023-10-27,13,WAIRA-14720,ambrosio87@yahoo.com,paid,Saco,Unisex,Chorrillos,Yape,,0.0,632.46
2024-04-26,13,WAIRA-14786,juanaruano@duran.es,paid,Blusa,Hombre,La Molina,Mercado Pago,,0.0,102.81
2024-08-13,13,WAIRA-14796,cozarjose-angel@tomas.com,paid,Short,Unisex,San Miguel,Yape,,0.0,649.18
2024-11-29,13,WAIRA-14799,bcanete@urena.com,paid,Camisa,Hombre,La Victoria,Visa,,0.0,149.35
2023-03-26,13,WAIRA-14813,macaria67@armengol.es,paid,Vestido,Mujer,Chorrillos,Mercado Pago,,0.0,361.23
2023-09-21,13,WAIRA-14826,horaciofajardo@hotmail.com,paid,Vestido,Mujer,La Molina,Mercado Pago,,0.0,656.48
2023-07-30,13,WAIRA-14867,aragonespili@abril.com,paid,Polera,Unisex,San Miguel,Mercado Pago,BIENVENIDA,69.0,623.12
2024-05-28,13,WAIRA-14884,candelasroldan@yahoo.com,paid,Pantalón,Unisex,La Victoria,Mercado Pago,,0.0,204.99
2023-07-13,13,WAIRA-14890,pedrazarenata@vicente-osuna.es,paid,Casaca,Mujer,San Borja,Transferencia,CYBER,71.0,70.82
2024-02-13,13,WAIRA-14902,monrealcirino@llano.es,pending,Chompa,Mujer,Magdalena,Visa,,0.0,497.05
2023-06-17,13,WAIRA-14919,oliverasaitana@bustamante.es,paid,Polo,Hombre,La Victoria,Yape,,0.0,312.15
2023-02-26,13,WAIRA-14931,bienvenida23@rodriguez-somoza.com,paid,Chompa,Mujer,La Victoria,Mercado Pago,,0.0,278.99
2023-05-19,13,WAIRA-14955,samantaparejo@hotmail.com,paid,Vestido,Unisex,San Miguel,Mercado Pago,,0.0,513.81
2023-03-20,13,WAIRA-14979,rufina35@hotmail.com,paid,Saco,Unisex,San Borja,Yape,,0.0,556.96
2024-05-09,13,WAIRA-14994,rinconsebastian@pallares-arteaga.es,paid,Short,Unisex,San Miguel,Mercado Pago,,0.0,1122.42
2024-06-10,13,WAIRA-15001,bernarditacardenas@nunez.org,paid,Casaca,Unisex,La Victoria,Yape,,0.0,128.16
2024-01-04,13,WAIRA-15026,ricartteresita@gmail.com,paid,Polo,Unisex,Jesús María,Mercado Pago,,0.0,483.33
2023-05-27,13,WAIRA-15030,monicaropero@garcia-orozco.net,paid,Short,Unisex,San Isidro,Yape,,0.0,645.86
2024-07-03,13,WAIRA-15035,garciamariano@rebollo.com,paid,Vestido,Mujer,San Borja,Yape,,0.0,694.32
2024-05-11,13,WAIRA-15059,octavio82@bueno-vallejo.org,paid,Short,Mujer,Magdalena,Mercado Pago,,0.0,254.4
2024-04-08,13,WAIRA-15092,posadafabio@borrell-nogues.net,paid,Chompa,Hombre,Jesús María,Mercado Pago,,0.0,107.73
2023-09-25,13,WAIRA-15112,macaria36@hotmail.com,paid,Casaca,Unisex,La Victoria,Mercado Pago,,0.0,713.17
2024-05-05,13,WAIRA-15156,cgarriga@hotmail.com,paid,Pantalón,Mujer,Santiago de Surco,Mercado Pago,,0.0,870.98
2023-09-29,13,WAIRA-15164,jose-miguel85@hotmail.com,paid,Polo,Unisex,San Borja,Mercado Pago,,0.0,128.55
2023-11-07,13,WAIRA-15225,aherrero@yahoo.com,paid,Vestido,Unisex,Barranco,Yape,,0.0,549.99
2023-10-04,13,WAIRA-15230,ildefonsomoya@pons.com,paid,Saco,Mujer,Miraflores,Transferencia,,0.0,602.01
2024-12-25,13,WAIRA-15248,qibarra@gmail.com,paid,Short,Unisex,Santiago de Surco,Mercado Pago,,0.0,1270.62
2024-10-24,13,WAIRA-15270,modestacuenca@vives-alvarez.org,paid,Short,Unisex,Surquillo,Transferencia,,0.0,661.43
2024-02-20,13,WAIRA-15330,ymalo@hotmail.com,paid,Vestido,Unisex,Pueblo Libre,Mercado Pago,SUERTE,136.0,317.15
2024-03-02,13,WAIRA-15335,valentinheredia@yahoo.com,paid,Saco,Unisex,San Isidro,Mercado Pago,,0.0,537.3
2023-09-11,13,WAIRA-15374,suarezbrunilda@pla.es,paid,Blusa,Unisex,San Luis,Mercado Pago,,0.0,122.57
2023-10-12,13,WAIRA-15442,juliaantonia@valbuena.com,paid,Vestido,Unisex,La Victoria,Mercado Pago,,0.0,398.2
2024-06-08,13,WAIRA-15461,dburgos@gmail.com,paid,Vestido,Unisex,Miraflores,Mercado Pago,,0.0,607.88
2023-09-27,13,WAIRA-15513,hmendez@hotmail.com,paid,Saco,Unisex,Chorrillos,Mercado Pago,,0.0,1208.27
2024-09-04,13,WAIRA-15536,ovidio30@gmail.com,paid,Saco,Hombre,San Isidro,Yape,,0.0,506.98
2023-08-07,13,WAIRA-15560,ribassamu@boix-botella.es,paid,Short,Unisex,Barranco,Mercado Pago,,0.0,84.78
2023-04-08,13,WAIRA-15563,chussolano@gomez.es,paid,Saco,Unisex,Barranco,Visa,,0.0,403.01
2024-02-04,13,WAIRA-15572,zguardiola@hotmail.com,paid,Short,Mujer,Barranco,Mercado Pago,,0.0,529.1
2023-01-20,13,WAIRA-15579,martorellherberto@gmail.com,paid,Polo,Unisex,Miraflores,Mercado Pago,,0.0,612.62
2024-10-29,13,WAIRA-15611,eoliveras@rodriguez.com,paid,Chompa,Unisex,Jesús María,Visa,,0.0,263.56
2024-01-31,13,WAIRA-15613,tolosaflorina@rico-llobet.com,paid,Falda,Unisex,Chorrillos,Yape,,0.0,333.43
2024-01-27,13,WAIRA-15635,clotilderamos@martinez-carnero.com,paid,Saco,Unisex,Jesús María,Yape,,0.0,412.34
2024-07-17,13,WAIRA-15669,arribassoraya@yahoo.com,paid,Polo,Mujer,Miraflores,Yape,,0.0,556.6
2023-03-01,13,WAIRA-15681,calderonjorge@manjon.com,paid,Falda,Hombre,San Luis,Visa,,0.0,474.69
2024-04-05,13,WAIRA-15740,venceslas80@corral.es,paid,Vestido,Unisex,Miraflores,Visa,,0.0,929.51
2024-11-30,13,WAIRA-15757,amadahernandez@hotmail.com,paid,Saco,Unisex,San Borja,Yape,,0.0,717.24
2024-07-07,13,WAIRA-15769,manubarbero@mayoral.com,paid,Pantalón,Hombre,San Miguel,Transferencia,,0.0,244.9
2023-01-21,13,WAIRA-15799,rodolforamis@pons.es,paid,Chompa,Mujer,San Isidro,Yape,,0.0,188.53
2024-07-04,13,WAIRA-15810,tortiz@caparros.es,pending,Vestido,Unisex,Miraflores,Yape,BIENVENIDA,29.0,259.11
2023-01-28,13,WAIRA-15827,iserngloria@cabo.com,paid,Vestido,Hombre,San Isidro,Mercado Pago,,0.0,279.42
2023-04-14,13,WAIRA-15890,heraclio55@yahoo.com,pending,Pantalón,Unisex,San Luis,Mercado Pago,,0.0,383.04
2024-11-14,13,WAIRA-15912,lozanoalonso@macias.org,paid,Vestido,Mujer,Lince,Mercado Pago,,0.0,302.74
2023-12-31,13,WAIRA-15922,marevalo@gmail.com,paid,Polo,Unisex,Lince,Mercado Pago,,0.0,147.82
2024-11-11,13,WAIRA-15925,magdalenamancebo@arroyo-pineiro.es,paid,Saco,Mujer,Chorrillos,Yape,,0.0,249.5
2024-11-21,13,WAIRA-15959,carina74@llado.com,paid,Vestido,Mujer,San Borja,Yape,,0.0,326.95
2024-05-09,13,WAIRA-15974,ascensionvillalobos@botella-vigil.es,paid,Saco,Unisex,La Victoria,Mercado Pago,,0.0,594.18
2023-09-14,13,WAIRA-15988,anevado@hotmail.com,pending,Vestido,Mujer,Miraflores,Yape,,0.0,601.77
2023-09-17,13,WAIRA-16004,susanitaroda@yahoo.com,paid,Polera,Unisex,Surquillo,Mercado Pago,,0.0,379.59
2024-03-03,13,WAIRA-16012,corona64@hotmail.com,paid,Polo,Mujer,Surquillo,Yape,,0.0,698.68
2023-02-24,13,WAIRA-16034,pedrocleto@gmail.com,paid,Short,Unisex,San Borja,Mercado Pago,,0.0,293.7
2023-04-06,13,WAIRA-16058,maximacamara@hotmail.com,paid,Polo,Mujer,Chorrillos,Mercado Pago,,0.0,628.74
2023-02-18,13,WAIRA-16059,nelidamaldonado@yahoo.com,paid,Falda,Mujer,San Miguel,Mercado Pago,,0.0,231.58
2023-09-04,13,WAIRA-16064,patricia85@berrocal.net,paid,Chompa,Unisex,San Borja,Mercado Pago,,0.0,296.44
2024-12-22,13,WAIRA-16070,mendizabalceferino@royo.com,paid,Vestido,Hombre,Santiago de Surco,Yape,,0.0,153.67
2023-11-01,13,WAIRA-16081,agapito65@olivares-escobar.com,paid,Vestido,Hombre,Surquillo,Transferencia,,0.0,989.98
2023-06-20,13,WAIRA-16119,macarenalosa@gmail.com,paid,Vestido,Mujer,San Miguel,Mercado Pago,,0.0,477.93
2023-02-11,13,WAIRA-16125,fermin59@guillen.org,paid,Falda,Hombre,Chorrillos,Mercado Pago,,0.0,524.18
2023-07-01,13,WAIRA-16134,fusterjose-luis@cueto-sierra.es,paid,Polo,Unisex,San Borja,Mercado Pago,,0.0,687.62
2023-07-03,13,WAIRA-16139,maritazabala@miguel.com,paid,Casaca,Mujer,San Miguel,Yape,,0.0,175.8
2023-07-14,13,WAIRA-16204,revillaeliseo@hotmail.com,pending,Short,Mujer,La Molina,Yape,,0.0,333.99
2024-07-03,13,WAIRA-16222,paulinocamino@gmail.com,paid,Short,Unisex,Santiago de Surco,Transferencia,,0.0,565.05
2024-07-06,13,WAIRA-16300,royochuy@falcon.com,paid,Polo,Unisex,La Molina,Visa,,0.0,366.52
2024-09-30,13,WAIRA-16303,benjamin18@hotmail.com,paid,Polo,Unisex,Lince,Mercado Pago,,0.0,423.8
2023-03-08,13,WAIRA-16401,ayalapelayo@palma.es,paid,Saco,Unisex,Barranco,Yape,,0.0,521.72
2024-11-01,14,WAIRA-10024,amando34@abad.es,pending,Falda,Unisex,San Miguel,Mercado Pago,,0.0,481.6
2023-12-14,14,WAIRA-10029,benitaagusti@yahoo.com,paid,Blusa,Hombre,San Miguel,Yape,,0.0,85.28
2023-01-21,14,WAIRA-10031,kcampo@ballester-llorente.es,paid,Falda,Unisex,Santiago de Surco,Mercado Pago,,0.0,534.94
2024-03-18,14,WAIRA-10041,nicolasmacias@hotmail.com,paid,Casaca,Mujer,Santiago de Surco,Mercado Pago,,0.0,340.85
2024-12-19,14,WAIRA-10044,ggisbert@yahoo.com,paid,Polo,Unisex,San Luis,Mercado Pago,,0.0,406.72
2023-06-16,14,WAIRA-10066,fustervicente@gmail.com,paid,Short,Unisex,Lince,Mercado Pago,,0.0,357.2
2024-05-26,14,WAIRA-10075,htapia@ferrandez.com,paid,Vestido,Unisex,Jesús María,Mercado Pago,,0.0,993.26
2024-03-27,14,WAIRA-10114,barcelomanu@bermudez.es,paid,Polera,Unisex,Magdalena,Transferencia,,0.0,184.95
2024-05-01,14,WAIRA-10115,arteagamaura@perales-goicoechea.net,paid,Vestido,Mujer,Lince,Mercado Pago,,0.0,673.1
2023-12-25,14,WAIRA-10148,jeronimocoello@falco-parejo.com,paid,Short,Unisex,Barranco,Mercado Pago,,0.0,277.12
2024-01-27,14,WAIRA-10170,emperatriz54@roldan.com,paid,Blusa,Hombre,Surquillo,Yape,,0.0,344.28
2023-06-02,14,WAIRA-10195,crescenciaarnaiz@hotmail.com,paid,Polera,Mujer,La Molina,Mercado Pago,,0.0,483.32
2024-03-08,14,WAIRA-10198,psimo@gmail.com,paid,Falda,Mujer,La Victoria,Mercado Pago,,0.0,129.54
2023-03-14,14,WAIRA-10231,dpastor@yahoo.com,paid,Saco,Unisex,San Borja,Yape,,0.0,258.17
2023-09-12,14,WAIRA-10283,cdonaire@sanmartin.es,pending,Casaca,Unisex,San Isidro,Yape,,0.0,180.52
2024-05-21,14,WAIRA-10301,wortiz@yahoo.com,paid,Casaca,Unisex,Barranco,Mercado Pago,,0.0,124.13
2024-02-05,14,WAIRA-10306,emiliabertran@yahoo.com,paid,Vestido,Mujer,San Luis,Yape,,0.0,313.89
2024-11-25,14,WAIRA-10315,acostamarta@cantero-marino.com,pending,Polo,Unisex,San Luis,Yape,,0.0,730.57
2024-08-17,14,WAIRA-10366,marceloalcala@lasa-guardia.net,paid,Polera,Unisex,Miraflores,Mercado Pago,,0.0,136.86
2024-11-06,14,WAIRA-10382,candelario87@hotmail.com,paid,Polera,Unisex,La Victoria,Yape,,0.0,286.39
2024-11-01,14,WAIRA-10385,aaronaramburu@cabrera-rius.net,paid,Camisa,Hombre,Surquillo,Mercado Pago,,0.0,172.23
2024-12-08,14,WAIRA-10442,cochoa@yahoo.com,paid,Blusa,Unisex,La Victoria,Visa,,0.0,224.82
2024-07-20,14,WAIRA-10482,montenegromarcos@hotmail.com,paid,Vestido,Unisex,Miraflores,Yape,,0.0,593.81
2024-09-04,14,WAIRA-10524,galojauregui@parejo.com,paid,Pantalón,Hombre,San Isidro,Mercado Pago,,0.0,655.53
2024-07-20,14,WAIRA-10553,maximamelero@hotmail.com,paid,Vestido,Unisex,La Victoria,Yape,,0.0,197.91
2024-05-25,14,WAIRA-10557,estefania50@villegas.com,paid,Saco,Mujer,Santiago de Surco,Mercado Pago,,0.0,275.06
2023-07-19,14,WAIRA-10581,timoteovelazquez@gmail.com,paid,Short,Unisex,San Miguel,Yape,,0.0,345.72
2024-12-13,14,WAIRA-10586,carmina28@yahoo.com,pending,Saco,Mujer,Barranco,Mercado Pago,,0.0,386.43
2023-06-21,14,WAIRA-10599,torrenseva@gmail.com,pending,Saco,Mujer,San Luis,Mercado Pago,,0.0,548.46
2024-08-25,14,WAIRA-10607,zamoranatanael@arranz.org,paid,Saco,Unisex,Jesús María,Visa,SUERTE,53.0,124.5
2024-10-21,14,WAIRA-10633,linauribe@neira.org,paid,Falda,Unisex,Surquillo,Yape,,0.0,564.24
2023-02-26,14,WAIRA-10666,guillermocriado@hotmail.com,paid,Polo,Unisex,San Isidro,Mercado Pago,,0.0,894.31
2024-09-12,14,WAIRA-10677,emelina89@acosta.com,paid,Casaca,Unisex,Pueblo Libre,Mercado Pago,BIENVENIDA,58.0,518.3
2024-12-27,14,WAIRA-10745,qfernandez@sanmartin-riquelme.es,paid,Vestido,Mujer,San Isidro,Transferencia,,0.0,82.82
2024-07-24,14,WAIRA-10797,lcasals@yahoo.com,paid,Vestido,Unisex,La Molina,Transferencia,,0.0,526.83
2024-04-12,14,WAIRA-10801,falconagata@yahoo.com,paid,Pantalón,Unisex,La Victoria,Mercado Pago,,0.0,106.29
2024-06-24,14,WAIRA-10816,emorell@cabanas.com,paid,Short,Unisex,San Isidro,Mercado Pago,,0.0,672.41
2023-12-04,14,WAIRA-10863,julieta95@domingo-barranco.net,paid,Polo,Mujer,Santiago de Surco,Mercado Pago,,0.0,673.81
2023-01-20,14,WAIRA-10893,geronimobarrera@yahoo.com,paid,Short,Unisex,San Luis,Mercado Pago,,0.0,532.46
2024-12-11,14,WAIRA-10897,consuelomarmol@gmail.com,pending,Vestido,Unisex,San Luis,Mercado Pago,,0.0,586.94
2023-08-09,14,WAIRA-10928,adrianaaller@hotmail.com,paid,Short,Mujer,Surquillo,Yape,,0.0,580.23
2024-07-14,14,WAIRA-10966,cmorata@gmail.com,paid,Chompa,Unisex,Miraflores,Yape,,0.0,525.11
2023-03-05,14,WAIRA-10974,hdiaz@alcalde.es,paid,Saco,Mujer,Santiago de Surco,Yape,,0.0,351.56
2023-09-11,14,WAIRA-10981,aurelio61@pacheco.es,paid,Saco,Unisex,Santiago de Surco,Yape,,0.0,720.07
2023-07-19,14,WAIRA-11001,rcasanovas@yahoo.com,paid,Casaca,Mujer,Santiago de Surco,Mercado Pago,,0.0,260.76
2023-03-20,14,WAIRA-11004,jenaro97@yahoo.com,pending,Saco,Unisex,Barranco,Mercado Pago,,0.0,511.78
2024-02-18,14,WAIRA-11046,coellogonzalo@tolosa-novoa.com,paid,Vestido,Unisex,San Luis,Mercado Pago,,0.0,472.36
2023-10-01,14,WAIRA-11049,aarnau@hotmail.com,pending,Polera,Unisex,Miraflores,Visa,,0.0,340.38
2023-08-30,14,WAIRA-11064,victor-manuel81@martinez-robledo.es,paid,Short,Unisex,Chorrillos,Mercado Pago,SUERTE,58.0,135.46
2024-09-18,14,WAIRA-11073,squesada@corbacho.com,paid,Polo,Unisex,Surquillo,Yape,,0.0,515.63
2024-07-12,14,WAIRA-11108,cbueno@mancebo-morell.com,paid,Saco,Unisex,San Luis,Visa,,0.0,401.43
2024-08-09,14,WAIRA-11130,jafetalegria@hotmail.com,paid,Polera,Mujer,Chorrillos,Mercado Pago,,0.0,108.93
2024-03-16,14,WAIRA-11131,kcastrillo@cabanas-garcia.es,pending,Vestido,Unisex,Pueblo Libre,Mercado Pago,BIENVENIDA,43.0,386.22
2023-02-27,14,WAIRA-11193,encarnacion92@garmendia-moll.com,paid,Vestido,Unisex,La Molina,Transferencia,,0.0,534.56
2023-05-30,14,WAIRA-11274,joel34@pozo-palacios.es,paid,Chompa,Mujer,Miraflores,Yape,,0.0,366.66
2023-07-26,14,WAIRA-11286,cerdahilda@yahoo.com,paid,Vestido,Hombre,San Luis,Yape,,0.0,304.47
2023-12-15,14,WAIRA-11292,mendezcrescencia@bermudez.com,pending,Saco,Unisex,San Borja,Yape,,0.0,616.74
2024-07-31,14,WAIRA-11299,palaciospaloma@guardiola.es,paid,Saco,Unisex,Barranco,Mercado Pago,,0.0,359.88
2023-03-06,14,WAIRA-11317,cloe54@yahoo.com,paid,Short,Unisex,San Miguel,Yape,,0.0,740.35
2024-01-18,14,WAIRA-11337,faustino57@yahoo.com,paid,Saco,Unisex,San Isidro,Transferencia,,0.0,356.35
2024-03-08,14,WAIRA-11375,martamedina@mendez.org,paid,Polo,Unisex,San Miguel,Visa,,0.0,721.38
2023-06-24,14,WAIRA-11425,herranzglauco@hotmail.com,paid,Vestido,Unisex,San Luis,Yape,,0.0,208.27
2024-01-12,14,WAIRA-11431,qbeltran@mayo-banos.com,paid,Pantalón,Hombre,Surquillo,Yape,,0.0,160.36
2024-12-11,14,WAIRA-11446,alfredo81@carreras.org,paid,Short,Hombre,San Miguel,Yape,,0.0,146.79
2023-06-17,14,WAIRA-11459,avall@yahoo.com,paid,Saco,Mujer,Miraflores,Mercado Pago,,0.0,541.83
2023-05-06,14,WAIRA-11469,ufuster@higueras.org,paid,Saco,Unisex,San Borja,Transferencia,,0.0,509.0
2023-11-22,14,WAIRA-11489,azeneth68@revilla.com,paid,Polo,Hombre,Surquillo,Mercado Pago,,0.0,579.3
2024-01-21,14,WAIRA-11496,encarnita41@gomis.es,pending,Vestido,Unisex,La Victoria,Yape,,0.0,813.14
2023-03-22,14,WAIRA-11506,danielacortina@galvez.com,paid,Camisa,Hombre,Lince,Mercado Pago,,0.0,159.86
2023-11-12,14,WAIRA-11508,ylanda@losa.es,paid,Saco,Hombre,San Isidro,Transferencia,,0.0,178.03
2023-03-13,14,WAIRA-11531,leonorduran@samper.com,paid,Vestido,Unisex,La Molina,Yape,,0.0,341.54
2024-01-31,14,WAIRA-11550,felicidad36@hotmail.com,paid,Short,Unisex,Barranco,Mercado Pago,CYBER,296.0,296.25
2023-11-30,14,WAIRA-11551,mesaangela@enriquez-ribes.org,paid,Short,Unisex,Santiago de Surco,Mercado Pago,,0.0,557.49
2024-06-30,14,WAIRA-11559,jessicacolomer@yahoo.com,paid,Saco,Unisex,San Borja,Mercado Pago,SUERTE,200.0,466.35
2024-04-04,14,WAIRA-11569,maiteguardiola@yahoo.com,pending,Saco,Unisex,Miraflores,Yape,,0.0,395.23
2023-11-29,14,WAIRA-11572,gregorioosorio@gmail.com,paid,Vestido,Unisex,San Luis,Yape,,0.0,386.72
2023-05-18,14,WAIRA-11579,fhervas@pena.com,paid,Short,Mujer,San Miguel,Mercado Pago,,0.0,506.19
2024-08-08,14,WAIRA-11590,victoria60@verdejo-minguez.com,paid,Pantalón,Mujer,San Borja,Yape,,0.0,171.34
2023-09-21,14,WAIRA-11635,dsales@quintana-espinosa.es,paid,Polera,Unisex,San Miguel,Yape,,0.0,763.94
2024-06-14,14,WAIRA-11660,aracelialmeida@manuel-manrique.es,paid,Vestido,Mujer,Pueblo Libre,Yape,,0.0,501.14
2024-12-26,14,WAIRA-11693,dalcaraz@gmail.com,paid,Casaca,Mujer,Barranco,Mercado Pago,,0.0,115.16
2023-06-14,14,WAIRA-11711,adelaroldan@valle.net,paid,Short,Mujer,Pueblo Libre,Yape,,0.0,237.1
2024-04-17,14,WAIRA-11787,salomonchamorro@mayo.es,paid,Vestido,Unisex,Magdalena,Mercado Pago,SUERTE,184.0,428.55
2024-09-22,14,WAIRA-11814,armando40@gmail.com,paid,Chompa,Mujer,San Isidro,Yape,,0.0,170.08
2023-06-13,14,WAIRA-11836,peralescarmina@vaquero.com,pending,Chompa,Unisex,Chorrillos,Mercado Pago,,0.0,135.2
2024-01-09,14,WAIRA-11862,vinicio61@marquez-lara.com,paid,Vestido,Unisex,Pueblo Libre,Yape,,0.0,1085.6
2024-02-22,14,WAIRA-11990,estevezteresa@hotmail.com,paid,Chompa,Unisex,Jesús María,Mercado Pago,SUERTE,100.0,232.33
2023-12-30,14,WAIRA-12049,pilar30@gmail.com,paid,Polo,Unisex,Chorrillos,Yape,,0.0,475.97
2023-09-28,14,WAIRA-12064,gbou@gmail.com,paid,Polera,Hombre,Pueblo Libre,Transferencia,,0.0,478.48
2024-11-06,14,WAIRA-12123,pancho83@gmail.com,paid,Short,Unisex,Chorrillos,Yape,,0.0,471.11
2024-04-20,14,WAIRA-12132,atorres@hotmail.com,paid,Short,Unisex,San Borja,Yape,,0.0,225.82
2024-02-09,14,WAIRA-12156,kboada@pou.es,pending,Chompa,Hombre,Chorrillos,Visa,,0.0,276.83
2024-09-24,14,WAIRA-12159,juan-carlosroda@garzon.com,paid,Vestido,Unisex,San Isidro,Yape,,0.0,702.99
2023-01-13,14,WAIRA-12167,unavarro@yahoo.com,paid,Blusa,Hombre,Chorrillos,Yape,,0.0,184.09
2023-07-06,14,WAIRA-12194,lazarotormo@camacho-lumbreras.net,paid,Short,Unisex,La Victoria,Visa,SUERTE,141.0,328.4
2024-09-25,14,WAIRA-12196,evangelinatomas@yahoo.com,pending,Polo,Mujer,Santiago de Surco,Visa,,0.0,281.17
2024-05-21,14,WAIRA-12200,francisco-jose07@coca-figueras.com,paid,Chompa,Hombre,San Borja,Transferencia,,0.0,186.71
2024-04-29,14,WAIRA-12205,caballeronelida@hotmail.com,paid,Polera,Unisex,Chorrillos,Yape,,0.0,324.17
2024-10-09,14,WAIRA-12243,maria-cristinaporta@blazquez-raya.org,paid,Chompa,Unisex,Santiago de Surco,Mercado Pago,,0.0,265.35
2024-05-24,14,WAIRA-12254,pheredia@gmail.com,paid,Short,Mujer,Barranco,Yape,SUERTE,203.0,472.98
2023-05-07,14,WAIRA-12262,cruz00@gmail.com,paid,Saco,Unisex,San Miguel,Mercado Pago,,0.0,510.97
2023-01-30,14,WAIRA-12265,toribio33@rosado-farre.es,paid,Vestido,Unisex,Lince,Mercado Pago,,0.0,502.05
2023-04-30,14,WAIRA-12277,severino38@hotmail.com,paid,Short,Unisex,San Borja,Mercado Pago,,0.0,584.38
2024-09-21,14,WAIRA-12287,rita80@hotmail.com,paid,Polera,Mujer,San Luis,Mercado Pago,SUERTE,52.0,121.14
2024-09-09,14,WAIRA-12288,pinedoanastasia@ribera.com,paid,Polo,Unisex,Lince,Yape,,0.0,497.93
2023-04-05,14,WAIRA-12303,mireia39@gmail.com,paid,Vestido,Mujer,San Borja,Mercado Pago,,0.0,708.15
2024-11-10,14,WAIRA-12311,alejandro10@hotmail.com,paid,Short,Hombre,San Luis,Mercado Pago,,0.0,84.26
2023-05-02,14,WAIRA-12319,fortunyangel@yahoo.com,paid,Polera,Hombre,San Miguel,Mercado Pago,,0.0,198.14
2023-03-29,14,WAIRA-12350,jguillen@torres.com,paid,Polo,Unisex,La Molina,Yape,,0.0,260.39
2024-01-03,14,WAIRA-12380,celestinoguzman@gmail.com,paid,Camisa,Unisex,Santiago de Surco,Yape,,0.0,114.92
2024-04-14,14,WAIRA-12386,cvalenzuela@yahoo.com,paid,Polera,Unisex,Chorrillos,Yape,,0.0,275.48
2024-04-12,14,WAIRA-12398,ruben25@hotmail.com,paid,Polera,Mujer,La Molina,Mercado Pago,,0.0,1073.87
2024-10-18,14,WAIRA-12407,wandres@donaire.com,paid,Saco,Mujer,Barranco,Mercado Pago,,0.0,91.26
2024-12-23,14,WAIRA-12442,jose-luismuro@robledo-cepeda.es,paid,Blusa,Unisex,Surquillo,Mercado Pago,,0.0,319.21
2023-08-27,14,WAIRA-12448,burgosbernardita@gmail.com,paid,Polera,Unisex,Lince,Yape,,0.0,634.38
2024-12-15,14,WAIRA-12470,teodosio08@hotmail.com,paid,Pantalón,Unisex,Pueblo Libre,Transferencia,,0.0,290.45
2024-06-22,14,WAIRA-12479,dorotea74@yahoo.com,paid,Short,Hombre,Magdalena,Mercado Pago,,0.0,167.24
2024-06-24,14,WAIRA-12498,adelgado@sandoval.es,paid,Saco,Unisex,Barranco,Yape,SUERTE,101.0,236.73
2023-01-29,14,WAIRA-12502,elviraangulo@yahoo.com,paid,Short,Unisex,Miraflores,Mercado Pago,,0.0,511.65
2024-07-23,14,WAIRA-12521,julioboix@gmail.com,paid,Short,Hombre,San Borja,Visa,,0.0,769.02
