Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
WAIRA-12069,vtellez@hotmail.com,paid,2023-09-22 06:35:46.000000 UTC,fulfilled,2023-09-24 05:35:46.000000 UTC,true,PEN,515.81,10,0,525.81,SUERTE,221.06,Estándar,2023-09-22 05:35:46.000000 UTC,1,Saco Daniela Mujer - Verde - M,128.07,,SACO-DAN-VER-M,true,true,fulfilled,Pelayo Barrio Benito,Calle de Encarnacion Cuesta 93 Piso 0 ,Calle de Encarnacion Cuesta 93 Piso 0 ,,,San Isidro,62295,PE-LIM,PE,+34723 308 091,Pelayo Barrio Benito,Calle de Encarnacion Cuesta 93 Piso 0 ,Calle de Encarnacion Cuesta 93 Piso 0 ,,,San Isidro,62295,PE-LIM,PE,+34723 308 091,,,,Yape,5becc35b-9642-4bdf-a195-e44ce8bc9dcf,0,WAIRA,2.6492922200452152e+18,,Low,web,0,,,,,,,,,,,+34723 308 091,,,Lima (Departamento),Lima (Departamento),95940295-910b-48f4-95f0-c0f7e3517e81,,,
WAIRA-12069,vtellez@hotmail.com,paid,2023-09-22 06:35:46.000000 UTC,fulfilled,2023-09-24 05:35:46.000000 UTC,true,PEN,515.81,10,0,525.81,SUERTE,221.06,Estándar,2023-09-22 05:35:46.000000 UTC,1,Polera Pedro Hombre - Marrón - M,179.48,,POLE-PED-MAR-M,true,true,fulfilled,Pelayo Barrio Benito,Calle de Encarnacion Cuesta 93 Piso 0 ,Calle de Encarnacion Cuesta 93 Piso 0 ,,,San Isidro,62295,PE-LIM,PE,+34723 308 091,Pelayo Barrio Benito,Calle de Encarnacion Cuesta 93 Piso 0 ,Calle de Encarnacion Cuesta 93 Piso 0 ,,,San Isidro,62295,PE-LIM,PE,+34723 308 091,,,,Yape,df12654e-5f29-4906-b837-e877d5b372bb,0,WAIRA,5.1091547909756191e+18,,Low,web,0,,,,,,,,,,,+34723 308 091,,,Lima (Departamento),Lima (Departamento),882a258e-eb2f-4933-8582-f6842088e521,,,
WAIRA-12069,vtellez@hotmail.com,paid,2023-09-22 06:35:46.000000 UTC,fulfilled,2023-09-24 05:35:46.000000 UTC,true,PEN,515.81,10,0,525.81,SUERTE,221.06,Estándar,2023-09-22 05:35:46.000000 UTC,1,Falda Juan Luis - Rosado - L,141.59,,FALD-JUA-ROS-L,true,true,fulfilled,Pelayo Barrio Benito,Calle de Encarnacion Cuesta 93 Piso 0 ,Calle de Encarnacion Cuesta 93 Piso 0 ,,,San Isidro,62295,PE-LIM,PE,+34723 308 091,Pelayo Barrio Benito,Calle de Encarnacion Cuesta 93 Piso 0 ,Calle de Encarnacion Cuesta 93 Piso 0 ,,,San Isidro,62295,PE-LIM,PE,+34723 308 091,,,,Yape,73bf5983-85ac-44ec-9d9a-b9c74f79212a,0,WAIRA,3.1876319647559368e+18,,Low,web,0,,,,,,,,,,,+34723 308 091,,,Lima (Departamento),Lima (Departamento),b2da3a55-cb63-472f-a7e6-9a06ec92b2f3,,,
WAIRA-12069,vtellez@hotmail.com,paid,2023-09-22 06:35:46.000000 UTC,fulfilled,2023-09-24 05:35:46.000000 UTC,true,PEN,515.81,10,0,525.81,SUERTE,221.06,Estándar,2023-09-22 05:35:46.000000 UTC,3,Chompa Juan Hombre - Rojo - L,95.91,,CHOM-JUA-ROJ-L,true,true,fulfilled,Pelayo Barrio Benito,Calle de Encarnacion Cuesta 93 Piso 0 ,Calle de Encarnacion Cuesta 93 Piso 0 ,,,San Isidro,62295,PE-LIM,PE,+34723 308 091,Pelayo Barrio Benito,Calle de Encarnacion Cuesta 93 Piso 0 ,Calle de Encarnacion Cuesta 93 Piso 0 ,,,San Isidro,62295,PE-LIM,PE,+34723 308 091,,,,Yape,f80956f0-5924-46c0-93cb-bc8a731a0470,0,WAIRA,1.1910240686606602e+19,,Low,web,0,,,,,,,,,,,+34723 308 091,,,Lima (Departamento),Lima (Departamento),896c1c60-55e1-4da5-8d90-419aaf5f5ab2,,,
WAIRA-12070,cuetomartina@molins-garzon.com,paid,2023-05-26 06:23:56.000000 UTC,fulfilled,2023-05-28 05:23:56.000000 UTC,false,PEN,617.23,10,0,627.23,,0.0,Estándar,2023-05-26 05:23:56.000000 UTC,1,Blusa Andrea Mujer - Rojo - S,138.74,173.79,BLUS-AND-ROJ-S,true,true,fulfilled,Sergio Calvet Olivares,Pasaje Genoveva Hervia 757,Pasaje Genoveva Hervia 757,,,Chorrillos,98047,PE-LIM,PE,+34719447282,Sergio Calvet Olivares,Pasaje Genoveva Hervia 757,Pasaje Genoveva Hervia 757,,,Chorrillos,98047,PE-LIM,PE,+34719447282,,,,Yape,918ca349-c8ee-44f3-9355-ed866d0ec252,0,WAIRA,1.2556078382396232e+19,,Low,web,0,,,,,,,,,,,+34719447282,,,Lima (Departamento),Lima (Departamento),79e6011d-50be-4dde-9417-a193b5985eb9,,,
WAIRA-12070,cuetomartina@molins-garzon.com,paid,2023-05-26 06:23:56.000000 UTC,fulfilled,2023-05-28 05:23:56.000000 UTC,false,PEN,617.23,10,0,627.23,,0.0,Estándar,2023-05-26 05:23:56.000000 UTC,1,Pantalón Miguel Hombre - Blanco - M,197.71,253.29,PANT-MIG-BLA-M,true,true,fulfilled,Sergio Calvet Olivares,Pasaje Genoveva Hervia 757,Pasaje Genoveva Hervia 757,,,Chorrillos,98047,PE-LIM,PE,+34719447282,Sergio Calvet Olivares,Pasaje Genoveva Hervia 757,Pasaje Genoveva Hervia 757,,,Chorrillos,98047,PE-LIM,PE,+34719447282,,,,Yape,4c27dae2-4bd4-4090-93b5-f028af9b90b4,0,WAIRA,1.7173669204000002e+19,,Low,web,0,,,,,,,,,,,+34719447282,,,Lima (Departamento),Lima (Departamento),8308e40d-83bf-4602-b51c-b03f161b5ff0,,,
WAIRA-12070,cuetomartina@molins-garzon.com,paid,2023-05-26 06:23:56.000000 UTC,fulfilled,2023-05-28 05:23:56.000000 UTC,false,PEN,617.23,10,0,627.23,,0.0,Estándar,2023-05-26 05:23:56.000000 UTC,1,Polera Carlos Hombre - Blanco - S,199.5,230.69,POLE-CAR-BLA-S,true,true,fulfilled,Sergio Calvet Olivares,Pasaje Genoveva Hervia 757,Pasaje Genoveva Hervia 757,,,Chorrillos,98047,PE-LIM,PE,+34719447282,Sergio Calvet Olivares,Pasaje Genoveva Hervia 757,Pasaje Genoveva Hervia 757,,,Chorrillos,98047,PE-LIM,PE,+34719447282,,,,Yape,a0196fb4-a514-49db-8f13-a5ee582a9cb0,0,WAIRA,1.7420866194077864e+19,,Low,web,0,,,,,,,,,,,+34719447282,,,Lima (Departamento),Lima (Departamento),64819ccd-7749-4fff-9e85-5e59b987d087,,,
WAIRA-12070,cuetomartina@molins-garzon.com,paid,2023-05-26 06:23:56.000000 UTC,fulfilled,2023-05-28 05:23:56.000000 UTC,false,PEN,617.23,10,0,627.23,,0.0,Estándar,2023-05-26 05:23:56.000000 UTC,1,Short Trini - Rosado - M,81.28,127.81,SHOR-TRI-ROS-M,true,true,fulfilled,Sergio Calvet Olivares,Pasaje Genoveva Hervia 757,Pasaje Genoveva Hervia 757,,,Chorrillos,98047,PE-LIM,PE,+34719447282,Sergio Calvet Olivares,Pasaje Genoveva Hervia 757,Pasaje Genoveva Hervia 757,,,Chorrillos,98047,PE-LIM,PE,+34719447282,,,,Yape,e76c1ea2-d62d-49e8-a41c-2b3eb3c80e2e,0,WAIRA,5.6762818737614541e+18,,Low,web,0,,,,,,,,,,,+34719447282,,,Lima (Departamento),Lima (Departamento),e5dd37f9-ff2b-4436-9c87-2df9cba00581,,,
WAIRA-12071,marcial94@gmail.com,paid,2023-03-18 17:19:09.000000 UTC,fulfilled,2023-03-20 16:19:09.000000 UTC,true,PEN,752.4,10,0,762.4,,0.0,Estándar,2023-03-18 16:19:09.000000 UTC,1,Polo Andrea Mujer - Azul Marino - S,167.02,,POLO-AND-AZU-S,true,true,fulfilled,Úrsula Tomás Poza,Callejón de Bernardita Estévez 10,Callejón de Bernardita Estévez 10,,,Pueblo Libre,45803,PE-LIM,PE,+34 874 468 257,Úrsula Tomás Poza,Callejón de Bernardita Estévez 10,Callejón de Bernardita Estévez 10,,,Pueblo Libre,45803,PE-LIM,PE,+34 874 468 257,,,,Yape,9647b457-1d24-458b-adae-d6d96aa20b2c,0,WAIRA,1.5721745213750725e+19,,Low,web,0,,,,,,,,,,,+34 874 468 257,,,Lima (Departamento),Lima (Departamento),f1d076fa-2517-43d3-87c8-63804117f278,,,
WAIRA-12071,marcial94@gmail.com,paid,2023-03-18 17:19:09.000000 UTC,fulfilled,2023-03-20 16:19:09.000000 UTC,true,PEN,752.4,10,0,762.4,,0.0,Estándar,2023-03-18 16:19:09.000000 UTC,2,Camisa Rufino - Rosado - M,143.08,179.71,CAMI-RUF-ROS-M,true,true,fulfilled,Úrsula Tomás Poza,Callejón de Bernardita Estévez 10,Callejón de Bernardita Estévez 10,,,Pueblo Libre,45803,PE-LIM,PE,+34 874 468 257,Úrsula Tomás Poza,Callejón de Bernardita Estévez 10,Callejón de Bernardita Estévez 10,,,Pueblo Libre,45803,PE-LIM,PE,+34 874 468 257,,,,Yape,920873c0-f97a-4d43-aa63-1ea1b5a48d90,0,WAIRA,1.1333154570830629e+19,,Low,web,0,,,,,,,,,,,+34 874 468 257,,,Lima (Departamento),Lima (Departamento),ae88f4b3-d5ef-4eb3-9c76-d9974e259fa9,,,
WAIRA-12071,marcial94@gmail.com,paid,2023-03-18 17:19:09.000000 UTC,fulfilled,2023-03-20 16:19:09.000000 UTC,true,PEN,752.4,10,0,762.4,,0.0,Estándar,2023-03-18 16:19:09.000000 UTC,1,Polera Cintia - Gris - L,191.28,221.91,POLE-CIN-GRI-L,true,true,fulfilled,Úrsula Tomás Poza,Callejón de Bernardita Estévez 10,Callejón de Bernardita Estévez 10,,,Pueblo Libre,45803,PE-LIM,PE,+34 874 468 257,Úrsula Tomás Poza,Callejón de Bernardita Estévez 10,Callejón de Bernardita Estévez 10,,,Pueblo Libre,45803,PE-LIM,PE,+34 874 468 257,,,,Yape,1405ae5e-56e8-4dc4-9bfa-6a923112a1d4,0,WAIRA,1.2956322057257435e+19,,Low,web,0,,,,,,,,,,,+34 874 468 257,,,Lima (Departamento),Lima (Departamento),e69365fb-665f-42ba-850a-163bb7a317b0,,,
WAIRA-12071,marcial94@gmail.com,paid,2023-03-18 17:19:09.000000 UTC,fulfilled,2023-03-20 16:19:09.000000 UTC,true,PEN,752.4,10,0,762.4,,0.0,Estándar,2023-03-18 16:19:09.000000 UTC,1,Casaca Andrés Hombre - Blanco - L,107.94,154.08,CASA-AND-BLA-L,true,true,fulfilled,Úrsula Tomás Poza,Callejón de Bernardita Estévez 10,Callejón de Bernardita Estévez 10,,,Pueblo Libre,45803,PE-LIM,PE,+34 874 468 257,Úrsula Tomás Poza,Callejón de Bernardita Estévez 10,Callejón de Bernardita Estévez 10,,,Pueblo Libre,45803,PE-LIM,PE,+34 874 468 257,,,,Yape,0ca6b3ec-2fe0-4a8b-bfba-a79ede083509,0,WAIRA,1.3031987788499057e+18,,Low,web,0,,,,,,,,,,,+34 874 468 257,,,Lima (Departamento),Lima (Departamento),d8df67cd-c55c-4dcf-b9ca-5b894889150b,,,
WAIRA-12072,xllado@arana.com,paid,2024-03-28 13:04:43.000000 UTC,fulfilled,2024-03-30 12:04:43.000000 UTC,true,PEN,356.89,10,0,366.89,SUERTE,152.95,Estándar,2024-03-28 12:04:43.000000 UTC,1,Polera Sofía Mujer - Verde - XS,139.85,,POLE-SOF-VER-XS,true,true,fulfilled,Severiano Amílcar Almansa Varela,Glorieta de Marc Bayo 59 Apt. 13 ,Glorieta de Marc Bayo 59 Apt. 13 ,,,Lince,23814,PE-LIM,PE,+34 671 907 437,Severiano Amílcar Almansa Varela,Glorieta de Marc Bayo 59 Apt. 13 ,Glorieta de Marc Bayo 59 Apt. 13 ,,,Lince,23814,PE-LIM,PE,+34 671 907 437,,,,Transferencia,ff38d391-a6f2-4b44-9b25-7f544dde9bc0,0,WAIRA,1.6737900288379013e+19,,Low,web,0,,,,,,,,,,,+34 671 907 437,,,Lima (Departamento),Lima (Departamento),cdb4341e-e887-4314-98b7-abc309193645,,,
WAIRA-12072,xllado@arana.com,paid,2024-03-28 13:04:43.000000 UTC,fulfilled,2024-03-30 12:04:43.000000 UTC,true,PEN,356.89,10,0,366.89,SUERTE,152.95,Estándar,2024-03-28 12:04:43.000000 UTC,1,Blusa Camila Mujer - Gris - M,105.66,,BLUS-CAM-GRI-M,true,true,fulfilled,Severiano Amílcar Almansa Varela,Glorieta de Marc Bayo 59 Apt. 13 ,Glorieta de Marc Bayo 59 Apt. 13 ,,,Lince,23814,PE-LIM,PE,+34 671 907 437,Severiano Amílcar Almansa Varela,Glorieta de Marc Bayo 59 Apt. 13 ,Glorieta de Marc Bayo 59 Apt. 13 ,,,Lince,23814,PE-LIM,PE,+34 671 907 437,,,,Transferencia,2fd13712-ba2d-47f4-8305-f2f096b09725,0,WAIRA,7.9080484346993889e+18,,Low,web,0,,,,,,,,,,,+34 671 907 437,,,Lima (Departamento),Lima (Departamento),c1cf6df5-024d-45cf-9ab8-f96e1519e5fd,,,
WAIRA-12072,xllado@arana.com,paid,2024-03-28 13:04:43.000000 UTC,fulfilled,2024-03-30 12:04:43.000000 UTC,true,PEN,356.89,10,0,366.89,SUERTE,152.95,Estándar,2024-03-28 12:04:43.000000 UTC,1,Polo Lucía Mujer - Rojo - M,154.3,,POLO-LUC-ROJ-M,true,true,fulfilled,Severiano Amílcar Almansa Varela,Glorieta de Marc Bayo 59 Apt. 13 ,Glorieta de Marc Bayo 59 Apt. 13 ,,,Lince,23814,PE-LIM,PE,+34 671 907 437,Severiano Amílcar Almansa Varela,Glorieta de Marc Bayo 59 Apt. 13 ,Glorieta de Marc Bayo 59 Apt. 13 ,,,Lince,23814,PE-LIM,PE,+34 671 907 437,,,,Transferencia,359f5e75-1067-4b03-95e9-3d75c0cba3e1,0,WAIRA,9.2592157160981975e+18,,Low,web,0,,,,,,,,,,,+34 671 907 437,,,Lima (Departamento),Lima (Departamento),5482ca8c-4ee2-4037-a226-3f6d3c282495,,,
WAIRA-12072,xllado@arana.com,paid,2024-03-28 13:04:43.000000 UTC,fulfilled,2024-03-30 12:04:43.000000 UTC,true,PEN,356.89,10,0,366.89,SUERTE,152.95,Estándar,2024-03-28 12:04:43.000000 UTC,1,Short Fabián - Negro - M,110.03,,SHOR-FAB-NEG-M,true,true,fulfilled,Severiano Amílcar Almansa Varela,Glorieta de Marc Bayo 59 Apt. 13 ,Glorieta de Marc Bayo 59 Apt. 13 ,,,Lince,23814,PE-LIM,PE,+34 671 907 437,Severiano Amílcar Almansa Varela,Glorieta de Marc Bayo 59 Apt. 13 ,Glorieta de Marc Bayo 59 Apt. 13 ,,,Lince,23814,PE-LIM,PE,+34 671 907 437,,,,Transferencia,9b1299bf-cb44-4a5e-89d7-bd9520c4ef32,0,WAIRA,4.4866028269629133e+18,,Low,web,0,,,,,,,,,,,+34 671 907 437,,,Lima (Departamento),Lima (Departamento),928bfdc5-6725-44e0-adea-9120d3cab7c1,,,
WAIRA-12073,rosario91@hotmail.com,paid,2023-10-06 13:39:26.000000 UTC,unfulfilled,,false,PEN,640.02,10,0,650.02,,0.0,Estándar,2023-10-06 12:39:26.000000 UTC,2,Chompa Martin - Celeste - M,178.25,221.54,CHOM-MAR-CEL-M,true,true,pending,Isaías Ródenas Riba,Calle de Heraclio Casares 51 Apt. 15 ,Calle de Heraclio Casares 51 Apt. 15 ,,,Chorrillos,67213,PE-LIM,PE,+34 733 277 537,Isaías Ródenas Riba,Calle de Heraclio Casares 51 Apt. 15 ,Calle de Heraclio Casares 51 Apt. 15 ,,,Chorrillos,67213,PE-LIM,PE,+34 733 277 537,,,,Mercado Pago,4e6d58c3-7b4b-4a99-b691-d283389130fb,0,WAIRA,1.6679206618984432e+19,,Low,web,0,,,,,,,,,,,+34 733 277 537,,,Lima (Departamento),Lima (Departamento),b612c32d-1b26-4d42-8db0-8c1bc2a3d158,,,
WAIRA-12073,rosario91@hotmail.com,paid,2023-10-06 13:39:26.000000 UTC,unfulfilled,,false,PEN,640.02,10,0,650.02,,0.0,Estándar,2023-10-06 12:39:26.000000 UTC,1,Vestido Alejandro - Beige - M,171.08,,VEST-ALE-BEI-M,true,true,pending,Isaías Ródenas Riba,Calle de Heraclio Casares 51 Apt. 15 ,Calle de Heraclio Casares 51 Apt. 15 ,,,Chorrillos,67213,PE-LIM,PE,+34 733 277 537,Isaías Ródenas Riba,Calle de Heraclio Casares 51 Apt. 15 ,Calle de Heraclio Casares 51 Apt. 15 ,,,Chorrillos,67213,PE-LIM,PE,+34 733 277 537,,,,Mercado Pago,a44a70cf-3a12-43d7-8c8d-b3627b3d5672,0,WAIRA,4.5410984703890755e+18,,Low,web,0,,,,,,,,,,,+34 733 277 537,,,Lima (Departamento),Lima (Departamento),90b4c810-1beb-40a4-a95e-fd23e91b1cbc,,,
WAIRA-12073,rosario91@hotmail.com,paid,2023-10-06 13:39:26.000000 UTC,unfulfilled,,false,PEN,640.02,10,0,650.02,,0.0,Estándar,2023-10-06 12:39:26.000000 UTC,1,Casaca Diego Hombre - Gris - XS,112.44,126.26,CASA-DIE-GRI-XS,true,true,pending,Isaías Ródenas Riba,Calle de Heraclio Casares 51 Apt. 15 ,Calle de Heraclio Casares 51 Apt. 15 ,,,Chorrillos,67213,PE-LIM,PE,+34 733 277 537,Isaías Ródenas Riba,Calle de Heraclio Casares 51 Apt. 15 ,Calle de Heraclio Casares 51 Apt. 15 ,,,Chorrillos,67213,PE-LIM,PE,+34 733 277 537,,,,Mercado Pago,b2a9f5ef-418f-4c47-824f-5b915b81508e,0,WAIRA,9.4623146700672389e+18,,Low,web,0,,,,,,,,,,,+34 733 277 537,,,Lima (Departamento),Lima (Departamento),41c62a58-e794-4f46-b1c2-b5fc3679ca90,,,
WAIRA-12074,carbolucio@lobato.net,paid,2023-09-27 19:10:00.000000 UTC,fulfilled,2023-09-29 18:10:00.000000 UTC,true,PEN,81.63,10,0,91.63,,0.0,Estándar,2023-09-27 18:10:00.000000 UTC,1,Saco Ximena - Gris - M,81.63,,SACO-XIM-GRI-M,true,true,fulfilled,Dulce Oliva Royo,Pasadizo Eloísa Bejarano 91,Pasadizo Eloísa Bejarano 91,,,San Miguel,36052,PE-LIM,PE,+34 717 603 921,Dulce Oliva Royo,Pasadizo Eloísa Bejarano 91,Pasadizo Eloísa Bejarano 91,,,San Miguel,36052,PE-LIM,PE,+34 717 603 921,,,,Visa,d9978fef-e9e5-49a2-ba00-6707efcf10c9,0,WAIRA,7.5366700943381791e+18,,Low,web,0,,,,,,,,,,,+34 717 603 921,,,Lima (Departamento),Lima (Departamento),10d5dda3-043d-4d5f-ac2a-4a7774e5b4fa,,,
WAIRA-12075,salud84@gmail.com,paid,2023-09-03 13:49:29.000000 UTC,fulfilled,2023-09-05 12:49:29.000000 UTC,false,PEN,251.55,10,0,261.55,,0.0,Estándar,2023-09-03 12:49:29.000000 UTC,1,Blusa Juan Hombre - Marrón - XS,84.3,112.09,BLUS-JUA-MAR-XS,true,true,fulfilled,Crescencia Raya Romero,Pasadizo Josefa Franch 55,Pasadizo Josefa Franch 55,,,Barranco,54936,PE-LIM,PE,+34 713 48 80 41,Crescencia Raya Romero,Pasadizo Josefa Franch 55,Pasadizo Josefa Franch 55,,,Barranco,54936,PE-LIM,PE,+34 713 48 80 41,,,,Mercado Pago,df7e19ce-bca0-494e-9013-5488d0ac7ee0,0,WAIRA,1.8652670683340675e+18,,Low,web,0,,,,,,,,,,,+34 713 48 80 41,,,Lima (Departamento),Lima (Departamento),e180dc45-6877-4e04-b972-bf07439beb55,,,
WAIRA-12075,salud84@gmail.com,paid,2023-09-03 13:49:29.000000 UTC,fulfilled,2023-09-05 12:49:29.000000 UTC,false,PEN,251.55,10,0,261.55,,0.0,Estándar,2023-09-03 12:49:29.000000 UTC,1,Polera Diego Hombre - Beige - L,167.25,,POLE-DIE-BEI-L,true,true,fulfilled,Crescencia Raya Romero,Pasadizo Josefa Franch 55,Pasadizo Josefa Franch 55,,,Barranco,54936,PE-LIM,PE,+34 713 48 80 41,Crescencia Raya Romero,Pasadizo Josefa Franch 55,Pasadizo Josefa Franch 55,,,Barranco,54936,PE-LIM,PE,+34 713 48 80 41,,,,Mercado Pago,d59f9c13-658b-44d7-a9b4-9d5ab68ddad1,0,WAIRA,1.1146844743159661e+19,,Low,web,0,,,,,,,,,,,+34 713 48 80 41,,,Lima (Departamento),Lima (Departamento),b089c104-dd31-4a77-905c-9179e1557a97,,,
WAIRA-12076,qcarvajal@carro.com,paid,2024-12-08 13:33:04.000000 UTC,fulfilled,2024-12-10 12:33:04.000000 UTC,true,PEN,176.56,10,0,186.56,,0.0,Estándar,2024-12-08 12:33:04.000000 UTC,1,Chompa Camila Mujer - Rosado - XS,176.56,,CHOM-CAM-ROS-XS,true,true,fulfilled,Telmo Vélez Vilanova,Plaza Sancho Gual 16 Piso 7 ,Plaza Sancho Gual 16 Piso 7 ,,,Miraflores,70239,PE-LIM,PE,+34733852170,Telmo Vélez Vilanova,Plaza Sancho Gual 16 Piso 7 ,Plaza Sancho Gual 16 Piso 7 ,,,Miraflores,70239,PE-LIM,PE,+34733852170,,,,Yape,6d8236ec-6f5a-456f-a876-97445377f60c,0,WAIRA,1.4187074870519812e+19,,Low,web,0,,,,,,,,,,,+34733852170,,,Lima (Departamento),Lima (Departamento),e5deb30d-6fa0-4116-91f2-a96fc0eb9b85,,,
WAIRA-12077,tellovinicio@ortega-rovira.net,paid,2023-03-14 17:30:27.000000 UTC,fulfilled,2023-03-16 16:30:27.000000 UTC,true,PEN,501.35,10,0,511.35,,0.0,Estándar,2023-03-14 16:30:27.000000 UTC,1,Falda Valeria Mujer - Blanco - M,111.88,153.02,FALD-VAL-BLA-M,true,true,fulfilled,Yéssica del Alcaraz,Glorieta Ramón Cadenas 5 Puerta 5 ,Glorieta Ramón Cadenas 5 Puerta 5 ,,,La Victoria,16311,PE-LIM,PE,+34 662 81 10 37,Yéssica del Alcaraz,Glorieta Ramón Cadenas 5 Puerta 5 ,Glorieta Ramón Cadenas 5 Puerta 5 ,,,La Victoria,16311,PE-LIM,PE,+34 662 81 10 37,,,,Yape,39591989-8997-40c4-9ab3-bed97409781d,0,WAIRA,1.0913505245346417e+19,,Low,web,0,,,,,,,,,,,+34 662 81 10 37,,,Lima (Departamento),Lima (Departamento),f90d2945-574c-4d9f-b847-ed9006e50e56,,,
WAIRA-12077,tellovinicio@ortega-rovira.net,paid,2023-03-14 17:30:27.000000 UTC,fulfilled,2023-03-16 16:30:27.000000 UTC,true,PEN,501.35,10,0,511.35,,0.0,Estándar,2023-03-14 16:30:27.000000 UTC,1,Chompa Diego Hombre - Gris - M,98.67,152.06,CHOM-DIE-GRI-M,true,true,fulfilled,Yéssica del Alcaraz,Glorieta Ramón Cadenas 5 Puerta 5 ,Glorieta Ramón Cadenas 5 Puerta 5 ,,,La Victoria,16311,PE-LIM,PE,+34 662 81 10 37,Yéssica del Alcaraz,Glorieta Ramón Cadenas 5 Puerta 5 ,Glorieta Ramón Cadenas 5 Puerta 5 ,,,La Victoria,16311,PE-LIM,PE,+34 662 81 10 37,,,,Yape,add9d506-e156-41a8-9c3e-2662085f5602,0,WAIRA,6.1349230371594076e+18,,Low,web,0,,,,,,,,,,,+34 662 81 10 37,,,Lima (Departamento),Lima (Departamento),3aa551db-92c3-4c62-8a4f-5d6da7dcb620,,,
WAIRA-12077,tellovinicio@ortega-rovira.net,paid,2023-03-14 17:30:27.000000 UTC,fulfilled,2023-03-16 16:30:27.000000 UTC,true,PEN,501.35,10,0,511.35,,0.0,Estándar,2023-03-14 16:30:27.000000 UTC,1,Short Fausto - Marrón - M,179.33,,SHOR-FAU-MAR-M,true,true,fulfilled,Yéssica del Alcaraz,Glorieta Ramón Cadenas 5 Puerta 5 ,Glorieta Ramón Cadenas 5 Puerta 5 ,,,La Victoria,16311,PE-LIM,PE,+34 662 81 10 37,Yéssica del Alcaraz,Glorieta Ramón Cadenas 5 Puerta 5 ,Glorieta Ramón Cadenas 5 Puerta 5 ,,,La Victoria,16311,PE-LIM,PE,+34 662 81 10 37,,,,Yape,4635512d-01b2-441a-aa88-0041716f0fc7,0,WAIRA,1.6407083096165786e+18,,Low,web,0,,,,,,,,,,,+34 662 81 10 37,,,Lima (Departamento),Lima (Departamento),97dee5b3-dc9c-4a8b-8e2a-f8007b833584,,,
WAIRA-12077,tellovinicio@ortega-rovira.net,paid,2023-03-14 17:30:27.000000 UTC,fulfilled,2023-03-16 16:30:27.000000 UTC,true,PEN,501.35,10,0,511.35,,0.0,Estándar,2023-03-14 16:30:27.000000 UTC,1,Vestido Luis Hombre - Azul - XL,111.47,149.52,VEST-LUI-AZU-XL,true,true,fulfilled,Yéssica del Alcaraz,Glorieta Ramón Cadenas 5 Puerta 5 ,Glorieta Ramón Cadenas 5 Puerta 5 ,,,La Victoria,16311,PE-LIM,PE,+34 662 81 10 37,Yéssica del Alcaraz,Glorieta Ramón Cadenas 5 Puerta 5 ,Glorieta Ramón Cadenas 5 Puerta 5 ,,,La Victoria,16311,PE-LIM,PE,+34 662 81 10 37,,,,Yape,53fb6e90-2c75-405b-9e12-3ea071a2a3ab,0,WAIRA,1.1461525833619032e+19,,Low,web,0,,,,,,,,,,,+34 662 81 10 37,,,Lima (Departamento),Lima (Departamento),3ca3f6cd-4d18-4ef7-9490-9a046292d8d8,,,
WAIRA-12078,nataliotorralba@gmail.com,pending,,unfulfilled,,false,PEN,100.88,10,0,110.88,,0.0,Estándar,2023-12-12 09:58:26.000000 UTC,1,Polera Luis Hombre - Gris - M,100.88,,POLE-LUI-GRI-M,true,true,pending,Tito Lucena-Dalmau,Cuesta Ruth Andrade 39 Puerta 7 ,Cuesta Ruth Andrade 39 Puerta 7 ,,,San Miguel,79030,PE-LIM,PE,+34 747 99 54 97,Tito Lucena-Dalmau,Cuesta Ruth Andrade 39 Puerta 7 ,Cuesta Ruth Andrade 39 Puerta 7 ,,,San Miguel,79030,PE-LIM,PE,+34 747 99 54 97,,,,Mercado Pago,,0,WAIRA,1.5262796304843622e+19,,Low,web,0,,,,,,,,,,,+34 747 99 54 97,,,Lima (Departamento),Lima (Departamento),,,,
